matchId,teamId,total_passes,total_shots,shots_on_target,fouls_committed,tackles,clearances,successful_events,successful_passes,eventId,total_events,pass_success_rate,shot_accuracy,possession_ratio,opponentId,goals_for,goals_against,home_away,team_name,result,result_label
2500043,1623,315,6,1,12,78,25,417,230,721,333,0.7302,0.1667,0.9459,1612,0,0,away,Everton,Draw,1
2500044,1613,229,7,4,15,83,24,321,156,687,251,0.6812,0.5714,0.9124,1631,2,1,home,Newcastle United,Win,2
2500044,1631,507,7,1,8,50,6,629,424,878,522,0.8363,0.1429,0.9713,1613,1,2,away,Leicester City,Loss,0
2500045,1611,289,5,4,9,73,12,414,238,691,303,0.8235,0.8,0.9538,1625,3,2,home,Manchester United,Win,2
2500045,1625,570,16,6,19,78,6,689,502,922,605,0.8807,0.375,0.9421,1611,2,3,away,Manchester City,Loss,0
2500046,1624,524,12,3,10,61,13,667,448,904,546,0.855,0.25,0.9597,1639,2,1,away,Tottenham Hotspur,Win,2
2500046,1639,262,8,3,22,102,12,355,185,709,292,0.7061,0.375,0.8973,1624,1,2,home,Stoke City,Loss,0
2500047,1644,419,13,6,18,43,7,516,328,827,450,0.7828,0.4615,0.9311,1646,1,2,away,Watford,Loss,0
2500047,1646,265,6,4,12,47,26,358,191,615,283,0.7208,0.6667,0.9364,1644,2,1,home,Burnley,Win,2
2500048,1627,477,16,3,14,49,12,573,404,827,507,0.847,0.1875,0.9408,10531,1,1,home,West Bromwich Albion,Draw,1
2500048,10531,413,7,1,7,63,18,512,344,830,427,0.8329,0.1429,0.9672,1627,1,1,away,Swansea City,Draw,1
2500049,1631,428,13,5,10,51,7,534,336,889,451,0.785,0.3846,0.949,1646,1,2,away,Leicester City,Loss,0
2500049,1646,257,8,3,9,61,27,366,182,633,274,0.7082,0.375,0.938,1631,2,1,home,Burnley,Win,2
2500050,1628,348,15,9,13,48,16,460,273,717,376,0.7845,0.6,0.9255,1651,3,2,home,Crystal Palace,Win,2
2500050,1651,326,9,3,15,72,10,444,248,763,350,0.7607,0.3333,0.9314,1628,2,3,away,Brighton & Hove Albion,Loss,0
2500051,1644,393,4,1,9,58,18,480,312,843,406,0.7939,0.25,0.968,1673,0,1,away,Watford,Loss,0
2500051,1673,356,7,1,9,57,13,464,265,732,372,0.7444,0.1429,0.957,1644,1,0,home,Huddersfield Town,Win,2
2500052,1612,616,19,7,9,62,18,732,540,987,644,0.8766,0.3684,0.9565,1659,3,0,away,Liverpool,Win,2
2500052,1659,359,7,1,9,60,21,454,295,772,375,0.8217,0.1429,0.9573,1612,0,3,home,AFC Bournemouth,Loss,0
2500053,1611,730,12,4,8,63,10,824,653,1069,750,0.8945,0.3333,0.9733,1627,0,1,away,Manchester United,Loss,0
2500053,1627,288,10,4,13,66,22,378,224,681,311,0.7778,0.4,0.926,1611,1,0,home,West Bromwich Albion,Win,2
2500054,1609,682,13,3,9,68,7,825,591,1149,704,0.8666,0.2308,0.9688,1613,1,2,home,Arsenal,Loss,0
2500054,1613,230,7,4,12,86,23,375,178,642,249,0.7739,0.5714,0.9237,1609,2,1,away,Newcastle United,Win,2
2500055,1610,502,17,5,15,58,5,621,418,882,534,0.8327,0.2941,0.9401,1619,3,2,home,Chelsea,Win,2
2500055,1619,360,9,6,13,77,21,485,294,821,382,0.8167,0.6667,0.9424,1610,2,3,away,Southampton,Loss,0
2500056,1623,405,10,3,11,68,27,564,338,818,426,0.8346,0.3,0.9507,10531,1,1,away,Everton,Draw,1
2500056,10531,430,15,6,10,83,5,563,350,907,455,0.814,0.4,0.9451,1623,1,1,home,Swansea City,Draw,1
2500057,1624,443,8,3,12,69,10,526,356,767,463,0.8036,0.375,0.9568,1625,1,3,away,Tottenham Hotspur,Loss,0
2500057,1625,502,14,6,14,54,18,600,439,903,530,0.8745,0.4286,0.9472,1624,3,1,home,Manchester City,Win,2
2500058,1633,442,14,5,16,70,5,613,358,895,472,0.81,0.3571,0.9364,1639,1,1,away,West Ham United,Draw,1
2500058,1639,257,10,6,22,99,33,415,201,766,289,0.7821,0.6,0.8893,1633,1,1,home,Stoke City,Draw,1
2500059,1611,546,12,5,8,83,13,701,473,948,566,0.8663,0.4167,0.9647,1659,2,0,away,Manchester United,Win,2
2500059,1659,423,7,2,9,79,13,566,358,883,439,0.8463,0.2857,0.9636,1611,0,2,home,AFC Bournemouth,Loss,0
2500060,1609,601,19,7,12,51,9,697,530,956,632,0.8819,0.3684,0.9509,1633,4,1,home,Arsenal,Win,2
2500060,1633,280,10,4,9,64,11,359,212,673,299,0.7571,0.4,0.9365,1609,1,4,away,West Ham United,Loss,0
2500061,1624,624,12,5,4,62,8,756,542,1019,640,0.8686,0.4167,0.975,1651,1,1,away,Tottenham Hotspur,Draw,1
2500061,1651,348,7,4,6,107,27,469,266,808,361,0.7644,0.5714,0.964,1624,1,1,home,Brighton & Hove Albion,Draw,1
2500062,1610,817,21,6,7,48,6,949,716,1239,845,0.8764,0.2857,0.9669,1673,1,1,away,Chelsea,Draw,1
2500062,1673,189,2,1,10,103,67,310,135,692,201,0.7143,0.5,0.9403,1610,1,1,home,Huddersfield Town,Draw,1
2500063,1613,360,8,2,12,90,17,526,266,905,380,0.7389,0.25,0.9474,1623,0,1,home,Newcastle United,Loss,0
2500063,1623,469,7,1,10,85,13,608,380,942,486,0.8102,0.1429,0.965,1613,1,0,away,Everton,Win,2
2500064,1619,370,7,3,10,72,22,471,293,840,387,0.7919,0.4286,0.9561,1631,0,0,home,Southampton,Draw,1
2500064,1631,437,9,2,10,66,17,566,363,851,456,0.8307,0.2222,0.9583,1619,0,0,away,Leicester City,Draw,1
2500065,1625,1008,17,11,8,53,2,1100,943,1326,1033,0.9355,0.6471,0.9758,10531,5,0,home,Manchester City,Win,2
2500065,10531,183,3,1,8,71,13,266,143,490,194,0.7814,0.3333,0.9433,1625,0,5,away,Swansea City,Loss,0
2500066,1639,315,8,3,17,59,23,421,206,797,340,0.654,0.375,0.9265,1646,1,1,away,Stoke City,Draw,1
2500066,1646,430,13,5,5,53,9,517,321,819,448,0.7465,0.3846,0.9598,1639,1,1,home,Burnley,Draw,1
2500067,1628,313,5,1,16,76,18,454,240,802,334,0.7668,0.2,0.9371,1644,0,0,home,Crystal Palace,Draw,1
2500067,1644,333,12,4,17,95,13,458,245,741,362,0.7357,0.3333,0.9199,1628,0,0,away,Watford,Draw,1
2500068,1612,556,8,3,6,72,28,650,477,927,570,0.8579,0.375,0.9754,1627,2,2,away,Liverpool,Draw,1
2500068,1627,334,11,5,12,59,17,444,252,758,357,0.7545,0.4545,0.9356,1612,2,2,home,West Bromwich Albion,Draw,1
2500069,1646,308,9,2,5,61,26,463,244,789,322,0.7922,0.2222,0.9565,1651,0,0,home,Burnley,Draw,1
2500069,1651,403,8,2,17,50,17,534,316,817,428,0.7841,0.25,0.9416,1646,0,0,away,Brighton & Hove Albion,Draw,1
2500070,1628,403,13,8,13,60,18,533,355,810,429,0.8809,0.6154,0.9394,1631,5,0,home,Crystal Palace,Win,2
2500070,1631,381,6,1,10,90,10,502,314,749,397,0.8241,0.1667,0.9597,1628,0,5,away,Leicester City,Loss,0
2500071,1623,408,6,4,8,74,22,528,311,892,422,0.7623,0.6667,0.9668,1673,2,0,away,Everton,Win,2
2500071,1673,452,9,1,10,78,15,580,355,875,471,0.7854,0.1111,0.9597,1623,0,2,home,Huddersfield Town,Loss,0
2500072,1612,611,18,2,5,45,3,713,522,1026,634,0.8543,0.1111,0.9637,1639,0,0,home,Liverpool,Draw,1
2500072,1639,211,4,1,15,76,31,326,147,701,230,0.6967,0.25,0.9174,1612,0,0,away,Stoke City,Draw,1
2500073,1609,421,8,4,7,98,21,549,360,775,436,0.8551,0.5,0.9656,1611,1,2,home,Arsenal,Loss,0
2500073,1611,621,14,2,12,66,4,727,554,1033,647,0.8921,0.1429,0.9598,1609,2,1,away,Manchester United,Win,2
2500074,1613,562,14,2,8,73,10,690,460,996,584,0.8185,0.1429,0.9623,1627,0,1,away,Newcastle United,Loss,0
2500074,1627,331,10,2,14,69,17,433,252,821,355,0.7613,0.2,0.9324,1613,1,0,home,West Bromwich Albion,Win,2
2500075,1619,332,14,6,14,96,25,436,254,722,360,0.7651,0.4286,0.9222,1659,2,1,away,Southampton,Win,2
2500075,1659,496,13,7,11,50,14,617,410,943,520,0.8266,0.5385,0.9538,1619,1,2,home,AFC Bournemouth,Loss,0
2500076,1610,553,8,2,9,63,22,705,494,936,570,0.8933,0.25,0.9702,10531,1,0,home,Chelsea,Win,2
2500076,10531,565,10,3,14,77,9,670,498,987,589,0.8814,0.3,0.9593,1610,0,1,away,Swansea City,Loss,0
2500077,1624,548,12,3,11,66,8,646,470,904,571,0.8577,0.25,0.9597,1644,2,0,away,Tottenham Hotspur,Win,2
2500077,1644,322,11,5,10,65,20,440,253,739,343,0.7857,0.4545,0.9388,1624,0,2,home,Watford,Loss,0
2500078,1625,860,18,8,11,54,11,943,793,1195,889,0.9221,0.4444,0.9674,1633,4,1,home,Manchester City,Win,2
2500078,1633,260,1,0,5,71,13,355,198,627,266,0.7615,0.0,0.9774,1625,1,4,away,West Ham United,Loss,0
2500079,1659,344,11,5,12,54,19,467,261,821,367,0.7587,0.4545,0.9373,10531,1,0,home,AFC Bournemouth,Win,2
2500079,10531,427,12,3,12,75,16,545,339,811,451,0.7939,0.25,0.9468,1659,0,1,away,Swansea City,Loss,0
2500080,1609,663,14,7,6,56,11,725,589,974,683,0.8884,0.5,0.9707,1646,5,0,away,Arsenal,Win,2
2500080,1646,359,5,2,8,52,19,414,300,680,372,0.8357,0.4,0.9651,1609,0,5,home,Burnley,Loss,0
2500081,1611,667,14,3,3,57,14,790,606,1047,684,0.9085,0.2143,0.9751,1651,0,1,away,Manchester United,Loss,0
2500081,1651,287,11,4,5,72,23,404,234,702,303,0.8153,0.3636,0.9472,1611,1,0,home,Brighton & Hove Albion,Win,2
2500082,1610,335,10,4,14,75,16,460,262,784,359,0.7821,0.4,0.9331,1612,1,0,away,Chelsea,Win,2
2500082,1612,751,10,6,9,76,7,842,666,1117,770,0.8868,0.6,0.9753,1610,0,1,home,Liverpool,Loss,0
2500083,1619,331,8,4,13,86,14,492,265,815,352,0.8006,0.5,0.9403,1623,1,1,home,Southampton,Draw,1
2500083,1623,388,6,1,14,79,17,560,327,817,408,0.8428,0.1667,0.951,1619,1,1,away,Everton,Draw,1
2500084,1631,409,12,2,9,80,12,510,335,877,430,0.8191,0.1667,0.9512,1633,0,2,home,Leicester City,Loss,0
2500084,1633,354,13,3,9,58,16,485,276,727,376,0.7797,0.2308,0.9415,1631,2,0,away,West Ham United,Win,2
2500085,1625,714,14,1,9,43,15,831,628,1121,737,0.8796,0.0714,0.9688,1673,0,0,away,Manchester City,Draw,1
2500085,1673,146,5,3,6,75,54,279,90,629,157,0.6164,0.6,0.9299,1625,0,0,home,Huddersfield Town,Draw,1
2500086,1628,383,14,2,13,55,9,528,308,857,410,0.8042,0.1429,0.9341,1639,2,1,home,Crystal Palace,Win,2
2500086,1639,252,5,0,21,95,13,343,173,640,278,0.6865,0.0,0.9065,1628,1,2,away,Stoke City,Loss,0
2500087,1613,572,9,1,12,61,4,713,476,1021,593,0.8322,0.1111,0.9646,1644,1,2,away,Newcastle United,Loss,0
2500087,1644,376,10,7,11,78,15,492,300,825,397,0.7979,0.7,0.9471,1613,2,1,home,Watford,Win,2
2500088,1624,602,15,4,13,52,16,697,509,988,630,0.8455,0.2667,0.9556,1627,0,1,away,Tottenham Hotspur,Loss,0
2500088,1627,189,7,1,14,81,43,289,128,628,210,0.6772,0.1429,0.9,1624,1,0,home,West Bromwich Albion,Win,2
2500089,1646,417,9,4,14,60,10,490,321,761,440,0.7698,0.4444,0.9477,1659,1,2,home,Burnley,Loss,0
2500089,1659,383,14,5,9,60,23,482,305,811,406,0.7963,0.3571,0.9433,1646,2,1,away,AFC Bournemouth,Win,2
2500090,1627,369,5,1,11,93,11,466,305,798,385,0.8266,0.2,0.9584,1628,0,2,away,West Bromwich Albion,Loss,0
2500090,1628,539,11,5,11,73,10,686,476,932,561,0.8831,0.4545,0.9608,1627,2,0,home,Crystal Palace,Win,2
2500091,1609,501,8,4,7,56,25,612,419,964,516,0.8363,0.5,0.9709,1673,1,0,home,Arsenal,Win,2
2500091,1673,395,18,3,11,75,11,511,317,773,424,0.8025,0.1667,0.9316,1609,0,1,away,Huddersfield Town,Loss,0
2500092,1612,715,21,11,3,59,3,813,643,1050,739,0.8993,0.5238,0.9675,1651,4,0,away,Liverpool,Win,2
2500092,1651,254,2,1,6,70,29,361,194,653,262,0.7638,0.5,0.9695,1612,0,4,home,Brighton & Hove Albion,Loss,0
2500093,1611,445,7,1,6,82,18,552,364,801,458,0.818,0.1429,0.9716,1644,1,0,away,Manchester United,Win,2
2500093,1644,424,5,3,11,60,17,523,365,842,440,0.8608,0.6,0.9636,1611,0,1,home,Watford,Loss,0
2500094,1610,547,6,2,10,55,22,684,477,974,563,0.872,0.3333,0.9716,1613,0,3,away,Chelsea,Loss,0
2500094,1613,392,16,7,11,88,8,480,324,737,419,0.8265,0.4375,0.9356,1610,3,0,home,Newcastle United,Win,2
2500095,1619,236,7,3,10,72,20,330,170,634,253,0.7203,0.4286,0.9328,1625,0,1,away,Southampton,Loss,0
2500095,1625,585,11,2,12,61,13,683,503,946,608,0.8598,0.1818,0.9622,1619,1,0,home,Manchester City,Win,2
2500096,1639,411,7,4,9,95,21,553,347,847,427,0.8443,0.5714,0.9625,10531,2,1,away,Stoke City,Win,2
2500096,10531,524,24,11,12,62,1,671,456,935,560,0.8702,0.4583,0.9357,1639,1,2,home,Swansea City,Loss,0
2500097,1624,441,13,6,9,67,14,577,375,830,463,0.8503,0.4615,0.9525,1631,5,4,away,Tottenham Hotspur,Win,2
2500097,1631,246,17,9,14,79,13,379,191,678,277,0.7764,0.5294,0.8881,1624,4,5,home,Leicester City,Loss,0
2500098,1623,330,13,7,11,62,16,412,276,671,354,0.8364,0.5385,0.9322,1633,1,3,home,Everton,Loss,0
2500098,1633,426,14,4,9,46,9,524,364,729,449,0.8545,0.2857,0.9488,1623,3,1,away,West Ham United,Win,2
